speed,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_aad,y_aad,z_aad,x_min,y_min,z_min,x_max,y_max,z_max,x_maxmin_diff,y_maxmin_diff,z_maxmin_diff,x_median,y_median,z_median,x_mad,y_mad,z_mad,x_IQR,y_IQR,z_IQR,x_neg_count,y_neg_count,z_neg_count,x_pos_count,y_pos_count,z_pos_count,x_above_mean,y_above_mean,z_above_mean,x_peak_count,y_peak_count,z_peak_count,x_skewness,y_skewness,z_skewness,x_kurtosis,y_kurtosis,z_kurtosis,x_energy,y_energy,z_energy,avg_result_accl,sma,x_mean_fft,y_mean_fft,z_mean_fft,x_std_fft,y_std_fft,z_std_fft,x_aad_fft,y_aad_fft,z_aad_fft,x_min_fft,y_min_fft,z_min_fft,x_max_fft,y_max_fft,z_max_fft,x_maxmin_diff_fft,y_maxmin_diff_fft,z_maxmin_diff_fft,x_median_fft,y_median_fft,z_median_fft,x_mad_fft,y_mad_fft,z_mad_fft,x_IQR_fft,y_IQR_fft,z_IQR_fft,x_above_mean_fft,y_above_mean_fft,z_above_mean_fft,x_peak_count_fft,y_peak_count_fft,z_peak_count_fft,x_skewness_fft,y_skewness_fft,z_skewness_fft,x_kurtosis_fft,y_kurtosis_fft,z_kurtosis_fft,x_energy_fft,y_energy_fft,z_energy_fft,avg_result_accl_fft,sma_fft
0.0,0.35940000000000005,-0.13470000000000001,0.9605000000000001,0.08597464742585456,0.05602597611822573,0.103685823524723,0.07061200000000001,0.04723,0.08112000000000003,0.14,-0.27,0.64,0.57,-0.0,1.21,0.42999999999999994,0.27,0.57,0.36,-0.14,0.96,0.065,0.04999999999999999,0.06999999999999995,0.125,0.09,0.13249999999999995,0,99,0,100,0,100,51,45,48,25,23,25,-0.10123599617225737,0.1673625092204047,-0.1356384679157039,-0.4437887768290616,-0.6576187349433655,0.2912708942605966,0.13656000000000001,0.021283,0.9333109999999999,1.040443417526549,1.4546000000000001,0.8943278930516712,0.5689198063263118,1.0985628326549435,0.629263266277077,0.5019554715092581,0.7398895953657335,0.5189824937743348,0.35749220919553537,0.6297021412806657,0.13320570248961644,0.0826624312735292,0.10726265820477666,2.5200407437266024,2.108943619337408,2.421416021963977,2.386835041236986,2.0262811880638787,2.3141533637592,0.599832288534617,0.40594405740812156,0.8657936635682925,0.3588225136152457,0.21154032398190953,0.4351325134829194,0.7472083321002556,0.41833258382320676,0.9876800118422838,10,8,8,5,10,9,1.0014858793247412,1.6543126143478835,0.7188187029046095,0.08475057517365814,1.9884958027757351,-0.8775455742882614,1.1957946385759368,0.5756290414084498,1.7542769106213218,1.684519670818528,2.5618105320329265
0.0,0.34269999999999995,-0.13360000000000002,0.9648,0.09150797779428851,0.05115701320444734,0.10457992159109702,0.0751,0.040583999999999995,0.081696,0.11,-0.27,0.64,0.57,-0.0,1.21,0.45999999999999996,0.27,0.57,0.345,-0.14,0.96,0.065,0.030000000000000013,0.07000000000000006,0.12999999999999995,0.07,0.135,0,99,0,100,0,100,50,47,49,26,26,25,-0.17338307365996414,0.20563712515285587,-0.21631907132043768,-0.42994360651346675,-0.027233893650075114,0.2666105543352253,0.12581699999999998,0.020466,0.9417760000000003,1.038947808857352,1.4411,0.9132138951450677,0.5254865131273612,1.1214251718554553,0.6790907522674061,0.4337596807223014,0.6775052112096929,0.5817801640456934,0.32319081411197786,0.5420295845668849,0.15030112882954863,0.04071701802649393,0.13928388277184117,2.443512654664723,1.8027127843451647,2.8431806478333854,2.2932115258351744,1.7619957663186707,2.703896765061544,0.6695719040638037,0.3919527720959833,0.9345179413808384,0.48810279830816083,0.18383455921458433,0.2952159434407722,1.0452793480804876,0.35033043445500756,0.8313210059106545,11,7,10,4,7,9,0.7333872186825817,1.522072297143689,0.8750051796124098,-0.4786987396679483,1.469283808674927,0.18753842829792866,1.2951238681011383,0.46428353609906514,1.7166077272873277,1.6785529739156306,2.5601255801278837
0.0,0.33699999999999997,-0.1283,0.9714000000000002,0.0917986928011505,0.048084404956284944,0.09563493085687887,0.07705999999999999,0.038470000000000004,0.07511200000000001,0.11,-0.27,0.64,0.57,-0.0,1.21,0.45999999999999996,0.27,0.57,0.34,-0.13,0.96,0.07,0.03,0.06,0.14999999999999997,0.0625,0.12249999999999994,0,99,0,100,0,100,51,45,46,30,24,26,-0.042852290646273265,0.21923104765245655,-0.1500845754693075,-0.5954111880716351,0.09803919440131148,0.5359499863173589,0.12199600000000002,0.018772999999999998,0.9527640000000003,1.0420676472258374,1.4366999999999999,0.8725495993463602,0.5004005642443518,0.9675978305412367,0.6926435983960327,0.40726545663074787,0.629682033792714,0.5782706245806065,0.2969434963823468,0.43683111783362677,0.0894678405658055,0.023084861651771715,0.17719680145564856,2.562809808645472,1.6161515033230964,2.7815017134145346,2.4733419680796667,1.5930666416713246,2.604304911958886,0.5689746461692821,0.3663227768621972,0.8065316539252365,0.3362171391601745,0.15101575474982937,0.2068007968031662,0.7693346820214432,0.32221386599430585,0.38101672553806065,9,9,7,7,7,8,0.9943728742450251,1.3638622711939452,1.7164687587406762,-0.12785944707159436,1.1734461179602516,2.563962146635017,1.2410979577184984,0.41626587686071714,1.3327450253494366,1.509684296038143,2.3405479941319487
0.0,0.32770000000000005,-0.13790000000000002,0.9712000000000001,0.08913871212890614,0.03669591257892355,0.0923177122766807,0.07314599999999999,0.029742,0.069944,0.11,-0.27,0.64,0.57,-0.07,1.2,0.45999999999999996,0.2,0.5599999999999999,0.33,-0.14,0.96,0.06,0.03,0.04999999999999993,0.1225,0.05,0.09750000000000014,0,100,0,100,0,100,51,49,44,30,25,29,0.013988395689831868,-0.41653443685896474,-0.04639517220773576,-0.4144386546782779,0.4028177174870802,0.9073913595031708,0.11533299999999999,0.020363,0.951752,1.039423193621257,1.4367999999999999,0.83047903760683,0.3749808828098702,0.9127611171034427,0.581990931644885,0.2813959408597213,0.5876912955986069,0.45368254555932475,0.22409277128895805,0.4636584133982297,0.12544216318019985,0.03515666570297001,0.23102776489912077,2.462348938708273,1.0691290599852818,2.512320350112795,2.336906775528073,1.0339723942823118,2.2812925852136745,0.6179840040356162,0.2902974999115111,0.7026200862478257,0.20478359529319407,0.152213308207039,0.28013627054069,0.521055637687865,0.3653493441071327,0.7267918357719122,8,8,11,7,8,6,1.1852319420918218,1.018672213165233,1.2253552367667113,0.7003125643441033,0.051460691963209904,0.9927985718594008,1.0284088764212482,0.2197943380051974,1.1785139158182938,1.4229687272792757,2.1182210375201427
0.0,0.3116,-0.13230000000000003,0.9766999999999999,0.07771383403230084,0.03523790572664613,0.08353508245042916,0.06349600000000001,0.029037999999999994,0.06357,0.11,-0.21,0.82,0.5,-0.06,1.23,0.39,0.15,0.41000000000000003,0.31,-0.13,0.97,0.04999999999999999,0.020000000000000004,0.040000000000000036,0.10249999999999998,0.042499999999999996,0.08250000000000002,0,100,0,100,0,100,47,53,45,32,24,30,-0.06731339103397144,-0.1958629434655739,0.6431605695691047,-0.39289775758568046,-0.5177667049661547,0.39349341650521596,0.103134,0.018745,0.9609209999999999,1.0377937074822763,1.4206,0.705654679039333,0.391705718542361,0.8408548892027664,0.40489297536163416,0.23756508804333487,0.4138694534173677,0.31741315831233413,0.19842512061614057,0.3301111656581624,0.20643828242817885,0.04797355321780782,0.28999999999999976,1.9547889911701466,0.9268137686409987,1.916554483449287,1.7483507087419676,0.8788402154231909,1.626554483449287,0.6272306665734826,0.34387850093721956,0.747408065027663,0.24134456065847798,0.14257475956896043,0.19910713037912264,0.47574685822821294,0.35478500090550324,0.5318845305502041,10,11,10,7,7,8,1.2568889408679722,0.5331266643496606,0.9522763965757657,1.5250142785702598,-0.7059115184454576,0.1621208445819824,0.6618868475473008,0.2098705409958248,0.8783248691681872,1.2488259366880448,1.9382152867844602
0.0,0.3236,-0.1301,0.9721,0.07165919340880136,0.0357349968518258,0.08677897210730258,0.059472000000000004,0.03011,0.06570999999999999,0.14,-0.21,0.79,0.5,-0.06,1.23,0.36,0.15,0.43999999999999995,0.32,-0.125,0.97,0.04999999999999999,0.024999999999999994,0.04999999999999999,0.09499999999999997,0.06,0.09999999999999998,0,100,0,100,0,100,49,55,45,31,24,31,-0.024961321564800864,-0.30080932049119535,0.6478960316413489,-0.4809012838210829,-0.6416726193343778,0.4151156665618103,0.10985199999999999,0.018203,0.952509,1.036540210890128,1.4258000000000002,0.5577093274655105,0.3973079496481337,0.7628618451101014,0.40521105492705445,0.25921724721018163,0.5062612610708138,0.3146851602527095,0.2101480387427796,0.3942465733172309,0.12324109764829816,0.06437553573171491,0.17723250062004292,1.6342893596753025,1.0593479662869327,2.0839903440216383,1.5110482620270043,0.9949724305552178,1.9067578434015955,0.43170497812967035,0.28643956377301877,0.5854145675724348,0.17075617305253538,0.09317899774647553,0.23360136873511628,0.4200655351733269,0.2946214150525309,0.5552479333103931,9,8,10,8,7,8,1.3939442511951254,1.0203269952208285,1.2738319854846039,1.1841218830077818,0.04255017753310231,0.8950924419148238,0.4752356929771284,0.22504718810482838,0.838258659185799,1.121094822294892,1.7178791222237457
0.0,0.3207,-0.1321,0.9709000000000002,0.06963124298761296,0.03702148025133518,0.0950273118634848,0.057314,0.030426,0.07197200000000002,0.14,-0.23,0.75,0.5,-0.06,1.23,0.36,0.17,0.48,0.32,-0.13,0.97,0.04999999999999999,0.03,0.050000000000000044,0.09249999999999997,0.052500000000000005,0.10249999999999992,0,100,0,100,0,100,49,53,46,29,24,29,-0.09784198160884364,-0.34815884160861854,0.42463759906886694,-0.3868722681090806,-0.47565750711152877,0.1243792450655814,0.107697,0.018821,0.951677,1.0349121811471318,1.4237,0.47193212515407945,0.3961105607065542,0.948818056344128,0.2819574928121728,0.30739755102317173,0.4380789267326012,0.21308831270429504,0.20746889016569953,0.3427956686596039,0.028412078030980493,0.0626992186000621,0.30799050241839426,1.15403369597813,1.5946920908473396,2.016667828180604,1.1256216179471497,1.5319928722472775,1.7086773257622099,0.45211286222034763,0.3316657693888551,0.9305583249141992,0.16744642898394396,0.1363293180981346,0.2690550073753507,0.30514822015132065,0.31019923405070826,0.53725694993641,12,10,12,9,8,8,0.841527651212164,2.2780238728156954,0.7281408960745736,0.3590460490504417,6.5683289662515065,-0.06096049863765973,0.30221995850537214,0.25139683067830426,1.092168850091837,1.2053412092582514,1.8168607422047618
0.0,0.32030000000000003,-0.13119999999999998,0.9735999999999998,0.07231120245162571,0.03691287038418985,0.09438771106452365,0.058524,0.030096000000000008,0.074472,0.09,-0.23,0.75,0.49,-0.06,1.23,0.4,0.17,0.48,0.31,-0.13,0.97,0.04999999999999999,0.03,0.05999999999999994,0.09999999999999998,0.05249999999999999,0.12,0,100,0,100,0,100,46,54,49,28,25,26,-0.04251698794641964,-0.3879643657507449,0.22622765038563297,0.10514669252530462,-0.3571891227432302,-0.1592812403728221,0.10782100000000003,0.018576000000000002,0.9568059999999998,1.037326238975156,1.4251,0.4649448208059163,0.39656942331345213,0.8845612297262277,0.3202611609356931,0.29126282979184254,0.5710942706345856,0.22534351175317446,0.19332337925240495,0.44088209748913554,0.12420069813322882,0.09470035735588081,0.16350264370900164,1.3407833531186164,1.5536271085518145,2.1899445334383127,1.2165826549853875,1.4589267511959336,2.0264418897293113,0.3938316431721854,0.3438309044794689,0.7964848833240562,0.14369011382610714,0.14387930311675484,0.3312126439018039,0.28688567995333764,0.2577946369683458,0.6014048438602189,8,11,11,8,9,8,1.63484278641806,2.435493848163427,0.8693638473989158,1.755635317154769,7.289605347745127,-0.10003646840798242,0.3187408975981236,0.24210134352551582,1.1085972350864257,1.1786119917959228,1.7460754738455964
0.0,0.3204000000000001,-0.13320000000000004,0.9724999999999998,0.07489886514494061,0.03264597984438513,0.09509337516357279,0.060823999999999996,0.026328000000000008,0.0752,0.09,-0.23,0.73,0.49,-0.06,1.24,0.4,0.17,0.51,0.31,-0.13,0.97,0.04999999999999999,0.020000000000000004,0.05999999999999994,0.10999999999999999,0.039999999999999994,0.11250000000000004,0,100,0,100,0,100,47,52,48,29,26,26,-0.08004336340113516,-0.37984708890518315,0.14879976044214868,-0.07644949634052711,-0.14111287493333702,0.07569202811669173,0.10826600000000003,0.018808000000000002,0.9547990000000002,1.0369022744241965,1.4261,0.4952109299406697,0.32763316717534813,0.8154543805201848,0.41221512109327485,0.2761465111095031,0.5150153510068904,0.24270459289647092,0.20352250815707035,0.41181651629369403,0.10871266314454807,0.04988024108593427,0.20914186439003907,1.968806745213963,1.1452255773602154,2.0907945668615833,1.860094082069415,1.095345336274281,1.8816527024715441,0.4221105667690222,0.26841866881107795,0.6921880249624877,0.13010535810781965,0.13277561539399507,0.3090036961311138,0.27259318680872463,0.2538204612612563,0.5727989205155029,9,9,10,6,10,7,2.5138015714266646,1.5321954443881969,0.937463517587027,5.8048979359504145,1.7785754318603502,-0.04264840833961481,0.41515517119064627,0.1836003878313005,0.930206658482309,1.106733838713932,1.6382984776362028
0.0,0.3194,-0.1366,0.9712999999999998,0.07669185093606751,0.03162973284743329,0.09203971968666573,0.062588,0.024472000000000004,0.071204,0.09,-0.23,0.73,0.49,-0.06,1.24,0.4,0.17,0.51,0.31,-0.14,0.97,0.04999999999999999,0.020000000000000018,0.05499999999999999,0.10249999999999998,0.03,0.10999999999999999,0,100,0,100,0,100,49,46,46,28,29,26,0.004050706923109142,-0.37365449390946864,0.06898794551375352,-0.12501663313208544,0.02901330107807487,0.291604101700921,0.107898,0.01966,0.9518949999999998,1.0359621865102748,1.4273,0.5281862170246012,0.3299395494975409,0.804157192630488,0.37531828950680735,0.20687547649753762,0.636611113593468,0.2592704823501376,0.1502920571619267,0.5192758493589354,0.07354396997748237,0.10065273385108127,0.18218942584068992,1.731415605797753,0.9451802574414097,2.5646247288833504,1.6578716358202705,0.8445275235903283,2.3824353030426604,0.4219205652917322,0.28460498941515416,0.5302397638889736,0.17071653232816658,0.09160615572742897,0.31762857704785724,0.29550591368231033,0.17874687660294206,0.8245583612152209,11,7,10,6,7,7,1.845579599909987,1.546506003202229,1.1797873588701053,3.3661756594462986,1.8795017390224888,0.4827310290527085,0.41984449829307485,0.1516575690987235,1.0519425004100633,1.1086247572814627,1.66228295915263
